fake_author_ID,ctrl_obs_cat,ctrl_obs_2cat,acadmic_age,first_gender,second_gender,third_gender,mobility_status2,continent,WB_region,un_subregion,continent_new,un_subregion_new,WB_region_new
7365,top1_oxq1,Talents,20,Female,Female,Female,Non mobile,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
7366,top1_oxq1,Talents,21,Male,Male,Unknown,Non mobile,Europe,Europe & Central Asia,Eastern Europe,Europe,Eastern Europe,Europe & Central Asia
7367,top1_oxq1,Talents,20,Female,Female,Female,Internal,Americas,North America,Northern America,USA,USA,USA
7368,top5-top10_oxq1,Others,19,Male,Male,Male,Internal,Asia,Middle East & North Africa,Southern Asia,Asia,Southern Asia,Middle East & North Africa
7369,top1_oxq1,Talents,22,Female,Female,Female,Internal,Americas,North America,Northern America,USA,USA,USA
7370,top1_oxq1,Talents,19,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
7371,top1_oxq1,Talents,22,Male,Male,Male,Internal,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
7372,top1_oxq1,Talents,19,Male,Male,Male,Non mobile,Oceania,East Asia & Pacific,Australia and New Zealand,Oceania,Australia and New Zealand,East Asia & Pacific
7373,top5-top10_oxq1,Others,22,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
7374,top1_oxq1,Talents,18,Female,Male,Unknown,Non mobile,Americas,North America,Northern America,USA,USA,USA
7375,top1_oxq1,Talents,17,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
7376,top1_oxq1,Talents,18,Female,Female,Female,Internal,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
7377,top5-top10_oxq1,Others,13,Female,Male,Male,Non mobile,Oceania,East Asia & Pacific,Australia and New Zealand,Oceania,Australia and New Zealand,East Asia & Pacific
7378,top5-top10_oxq1,Others,22,Male,Male,Male,Internal,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
7379,top1_oxq1,Talents,22,Female,Male,Unknown,Internal,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
7380,top1_oxq1,Talents,18,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
7381,top1_oxq1,Talents,16,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
7382,top1_oxq1,Talents,19,Female,Female,Female,Non mobile,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
7383,top1_oxq1,Talents,18,Female,Female,Female,Internal,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
7384,top1_oxq1,Talents,17,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
7385,top5-top10_oxq1,Others,19,Female,Male,Unknown,Internal,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
7386,top1_oxq1,Talents,18,Female,Female,Female,Internal,Americas,North America,Northern America,USA,USA,USA
7387,top1_oxq1,Talents,18,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
7388,top1_oxq1,Talents,19,Male,Unknown,Unknown,Non mobile,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
7389,top5-top10_oxq1,Others,22,Male,Male,Male,Internal,Americas,Latin America & Caribbean,Latin America and the Caribbean,BRA,BRA,BRA
7390,top5-top10_oxq1,Others,22,Female,Female,Female,Non mobile,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
7391,top5-top10_oxq1,Others,19,Female,Male,Male,Non mobile,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
7392,top1_oxq1,Talents,21,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
7393,top5-top10_oxq1,Others,18,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
7394,top1_oxq1,Talents,17,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
7395,top5-top10_oxq1,Others,21,Male,Male,Male,Non mobile,Americas,North America,Northern America,USA,USA,USA
7396,top5-top10_oxq1,Others,20,Male,Male,Male,Non mobile,Americas,Latin America & Caribbean,Latin America and the Caribbean,BRA,BRA,BRA
7397,top1_oxq1,Talents,21,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
7398,top5-top10_oxq1,Others,21,Female,Female,Female,Non mobile,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
7399,top1_oxq1,Talents,18,Female,Female,Female,Non mobile,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
7400,top1_oxq1,Talents,20,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
7401,top5-top10_oxq1,Others,22,Male,Male,Male,Non mobile,Asia,South Asia,Southern Asia,Asia,Southern Asia,South Asia
7402,top1_oxq1,Talents,18,Male,Male,Male,Internal,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
7403,top1_oxq1,Talents,9,Male,Male,Male,Non mobile,Americas,North America,Northern America,USA,USA,USA
7404,top5-top10_oxq1,Others,20,Female,Female,Female,Non mobile,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
7405,top1_oxq1,Talents,21,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
7406,top1_oxq1,Talents,21,Male,Male,Male,Internal,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
7407,top1_oxq1,Talents,19,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
7408,top1_oxq1,Talents,19,Female,Male,Male,Internal,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
7409,top5-top10_oxq1,Others,18,Female,Female,Female,Internal,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
7410,top5-top10_oxq1,Others,21,Female,Female,Female,Internal,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
7411,top5-top10_oxq1,Others,18,Male,Female,Female,Non mobile,Asia,Europe & Central Asia,Western Asia,Asia,Western Asia,Europe & Central Asia
7412,top1_oxq1,Talents,19,Male,Male,Male,Non mobile,Americas,North America,Northern America,USA,USA,USA
7413,top1_oxq1,Talents,18,Female,Female,Female,Non mobile,Americas,North America,Northern America,USA,USA,USA
7414,top5-top10_oxq1,Others,18,Male,Male,Male,Non mobile,Americas,North America,Northern America,USA,USA,USA
7415,top1_oxq1,Talents,19,Male,Male,Unknown,Non mobile,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
7416,top5-top10_oxq1,Others,22,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
7417,top1_oxq1,Talents,20,Female,Female,Female,Non mobile,Oceania,East Asia & Pacific,Australia and New Zealand,Oceania,Australia and New Zealand,East Asia & Pacific
7418,top5-top10_oxq1,Others,24,Female,Female,Female,Internal,Americas,North America,Northern America,USA,USA,USA
7419,top5-top10_oxq1,Others,19,Female,Female,Female,Internal,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
7420,top1_oxq1,Talents,20,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
7421,top1_oxq1,Talents,18,Male,Male,Male,Non mobile,Americas,Latin America & Caribbean,Latin America and the Caribbean,Americas,Latin America and the Caribbean,Latin America & Caribbean
7422,top1_oxq1,Talents,19,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
7423,top5-top10_oxq1,Others,21,Female,Female,Female,Internal,Americas,North America,Northern America,USA,USA,USA
7424,top5-top10_oxq1,Others,21,Female,Female,Female,Internal,Americas,North America,Northern America,USA,USA,USA
7425,top1_oxq1,Talents,18,Male,Male,Male,Internal,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
7426,top1_oxq1,Talents,19,Female,Male,Male,Internal,Asia,Middle East & North Africa,Western Asia,Asia,Western Asia,Middle East & North Africa
7427,top1_oxq1,Talents,2,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
7428,top5-top10_oxq1,Others,22,Male,Male,Unknown,Non mobile,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
7429,top1_oxq1,Talents,20,Male,Male,Male,Non mobile,Americas,North America,Northern America,USA,USA,USA
7430,top5-top10_oxq1,Others,21,Male,Male,Male,Non mobile,Americas,North America,Northern America,USA,USA,USA
7431,top1_oxq1,Talents,12,Male,Male,Male,Internal,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
7432,top1_oxq1,Talents,21,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
7433,top1_oxq1,Talents,18,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
7434,top1_oxq1,Talents,22,Male,Male,Male,Internal,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
7435,top1_oxq1,Talents,19,Male,Male,Male,Internal,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
7436,top5-top10_oxq1,Others,18,Female,Female,Female,Internal,Americas,North America,Northern America,USA,USA,USA
7437,top1_oxq1,Talents,20,Male,Male,Male,Non mobile,Americas,North America,Northern America,Americas,Northern America,North America
7438,top1_oxq1,Talents,19,Female,Female,Female,Non mobile,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
7439,top1_oxq1,Talents,17,Male,Male,Male,Internal,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
7440,top1_oxq1,Talents,16,Female,Female,Female,Internal,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
7441,top1_oxq1,Talents,20,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
7442,top1_oxq1,Talents,20,Male,Male,Male,Internal,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
7443,top1_oxq1,Talents,20,Male,Male,Male,Internal,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
7444,top5-top10_oxq1,Others,10,Female,Female,Female,Non mobile,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
7445,top5-top10_oxq1,Others,20,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
7446,top5-top10_oxq1,Others,22,Female,Female,Female,Non mobile,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
7447,top5-top10_oxq1,Others,18,Female,Female,Female,Non mobile,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
7448,top1_oxq1,Talents,19,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
7449,top5-top10_oxq1,Others,19,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
7450,top5-top10_oxq1,Others,22,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
7451,top1_oxq1,Talents,16,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
7452,top1_oxq1,Talents,22,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
7453,top1_oxq1,Talents,19,Female,Female,Female,Non mobile,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
7454,top1_oxq1,Talents,17,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
7455,top5-top10_oxq1,Others,19,Female,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
7456,top1_oxq1,Talents,18,Female,Female,Female,Non mobile,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
7457,top5-top10_oxq1,Others,14,Male,Male,Male,Internal,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
7458,top1_oxq1,Talents,19,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
7459,top1_oxq1,Talents,21,Male,Unknown,Unknown,Non mobile,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
7460,top1_oxq1,Talents,22,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
7461,top1_oxq1,Talents,19,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
7462,top5-top10_oxq1,Others,19,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
7463,top1_oxq1,Talents,14,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
7464,top5-top10_oxq1,Others,14,Female,Female,Female,Non mobile,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
7465,top5-top10_oxq1,Others,20,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
7466,top5-top10_oxq1,Others,22,Female,Unknown,Unknown,Non mobile,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
7467,top5-top10_oxq1,Others,22,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
7468,top5-top10_oxq1,Others,19,Female,Female,Female,Non mobile,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
7469,top1_oxq1,Talents,19,Female,Female,Female,Non mobile,Americas,North America,Northern America,USA,USA,USA
7470,top5-top10_oxq1,Others,17,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
7471,top5-top10_oxq1,Others,19,Female,Female,Female,Non mobile,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
7472,top5-top10_oxq1,Others,23,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
7473,top5-top10_oxq1,Others,21,Male,Male,Male,Internal,Europe,Europe & Central Asia,Eastern Europe,Europe,Eastern Europe,Europe & Central Asia
7474,top1_oxq1,Talents,18,Male,Male,Male,Internal,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
7475,top1_oxq1,Talents,20,Male,Male,Male,Non mobile,Americas,North America,Northern America,USA,USA,USA
7476,top1_oxq1,Talents,20,Male,Male,Male,Non mobile,Americas,Latin America & Caribbean,Latin America and the Caribbean,BRA,BRA,BRA
7477,top1_oxq1,Talents,22,Female,Female,Female,Internal,Americas,North America,Northern America,USA,USA,USA
7478,top1_oxq1,Talents,17,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
7479,top1_oxq1,Talents,22,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
7480,top5-top10_oxq1,Others,22,Female,Female,Female,Non mobile,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
7481,top5-top10_oxq1,Others,8,Female,Female,Female,Non mobile,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
7482,top5-top10_oxq1,Others,17,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
7483,top1_oxq1,Talents,25,Male,Male,Male,Internal,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
7484,top1_oxq1,Talents,16,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
7485,top5-top10_oxq1,Others,20,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
7486,top5-top10_oxq1,Others,21,Female,Male,Male,Internal,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
7487,top5-top10_oxq1,Others,19,Female,Female,Female,Internal,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
7488,top5-top10_oxq1,Others,21,Male,Male,Male,Non mobile,Americas,North America,Northern America,Americas,Northern America,North America
7489,top5-top10_oxq1,Others,20,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
7490,top5-top10_oxq1,Others,3,Female,Female,Female,Non mobile,Africa,Sub-Saharan Africa,Sub-Saharan Africa,Africa,Sub-Saharan Africa,Sub-Saharan Africa
7491,top5-top10_oxq1,Others,19,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
7492,top1_oxq1,Talents,20,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
7493,top5-top10_oxq1,Others,17,Male,Male,Male,Non mobile,Americas,North America,Northern America,USA,USA,USA
7494,top1_oxq1,Talents,20,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
7495,top5-top10_oxq1,Others,17,Female,Female,Female,Non mobile,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
7496,top5-top10_oxq1,Others,22,Female,Female,Female,Non mobile,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
7497,top1_oxq1,Talents,21,Female,Female,Female,Non mobile,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
7498,top1_oxq1,Talents,20,Female,Female,Female,Non mobile,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
7499,top5-top10_oxq1,Others,19,Female,Female,Female,Internal,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
7500,top5-top10_oxq1,Others,19,Female,Female,Female,Internal,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
7501,top1_oxq1,Talents,21,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
7502,top1_oxq1,Talents,14,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
7503,top1_oxq1,Talents,21,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
7504,top5-top10_oxq1,Others,18,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
7505,top1_oxq1,Talents,19,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
7506,top1_oxq1,Talents,19,Male,Female,Female,Non mobile,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
7507,top5-top10_oxq1,Others,18,Male,Female,Unknown,Internal,Americas,North America,Northern America,USA,USA,USA
7508,top5-top10_oxq1,Others,21,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
7509,top5-top10_oxq1,Others,22,Male,Male,Male,Internal,Oceania,East Asia & Pacific,Australia and New Zealand,Oceania,Australia and New Zealand,East Asia & Pacific
7510,top5-top10_oxq1,Others,18,Female,Female,Female,Non mobile,Americas,North America,Northern America,USA,USA,USA
7511,top1_oxq1,Talents,15,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
7512,top1_oxq1,Talents,18,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
7513,top1_oxq1,Talents,19,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
7514,top5-top10_oxq1,Others,20,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
7515,top5-top10_oxq1,Others,20,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
7516,top5-top10_oxq1,Others,18,Female,Female,Female,Internal,Americas,North America,Northern America,USA,USA,USA
7517,top5-top10_oxq1,Others,20,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
7518,top1_oxq1,Talents,18,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
7519,top5-top10_oxq1,Others,19,Male,Male,Male,Internal,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
7520,top5-top10_oxq1,Others,22,Male,Male,Male,Non mobile,Americas,North America,Northern America,USA,USA,USA
7521,top1_oxq1,Talents,21,Female,Female,Unknown,Non mobile,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
7522,top5-top10_oxq1,Others,20,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
7523,top1_oxq1,Talents,17,Male,Male,Male,Internal,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
7524,top1_oxq1,Talents,19,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
7525,top1_oxq1,Talents,17,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
7526,top1_oxq1,Talents,11,Female,Female,Female,Internal,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
7527,top5-top10_oxq1,Others,20,Female,Female,Female,Internal,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
7528,top1_oxq1,Talents,20,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
7529,top5-top10_oxq1,Others,21,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
7530,top5-top10_oxq1,Others,21,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
7531,top1_oxq1,Talents,18,Male,Male,Male,Internal,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
7532,top1_oxq1,Talents,21,Female,Female,Female,Non mobile,Americas,North America,Northern America,USA,USA,USA
7533,top5-top10_oxq1,Others,24,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
7534,top5-top10_oxq1,Others,21,Female,Female,Female,Non mobile,Americas,North America,Northern America,USA,USA,USA
7535,top5-top10_oxq1,Others,20,Male,Male,Male,Non mobile,Americas,North America,Northern America,USA,USA,USA
7536,top5-top10_oxq1,Others,20,Female,Female,Female,Non mobile,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
7537,top1_oxq1,Talents,22,Male,Male,Male,Non mobile,Americas,North America,Northern America,USA,USA,USA
7538,top1_oxq1,Talents,22,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
7539,top5-top10_oxq1,Others,18,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
7540,top5-top10_oxq1,Others,19,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
7541,top5-top10_oxq1,Others,21,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
7542,top5-top10_oxq1,Others,22,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Eastern Europe,Europe,Eastern Europe,Europe & Central Asia
7543,top5-top10_oxq1,Others,18,Female,Female,Female,Internal,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
7544,top1_oxq1,Talents,18,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
7545,top5-top10_oxq1,Others,15,Male,Male,Male,Internal,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
7546,top1_oxq1,Talents,19,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
7547,top5-top10_oxq1,Others,22,Female,Female,Female,Internal,Americas,Latin America & Caribbean,Latin America and the Caribbean,BRA,BRA,BRA
7548,top5-top10_oxq1,Others,19,Male,Male,Male,Non mobile,Americas,North America,Northern America,USA,USA,USA
7549,top5-top10_oxq1,Others,20,Male,Male,Male,Internal,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
7550,top5-top10_oxq1,Others,18,Female,Female,Female,Non mobile,Americas,North America,Northern America,Americas,Northern America,North America
7551,top5-top10_oxq1,Others,19,Male,Male,Male,Internal,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
7552,top5-top10_oxq1,Others,19,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Eastern Europe,Europe,Eastern Europe,Europe & Central Asia
7553,top5-top10_oxq1,Others,19,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
7554,top5-top10_oxq1,Others,21,Female,Female,Female,Internal,Americas,North America,Northern America,USA,USA,USA
7555,top1_oxq1,Talents,21,Male,Male,Male,Internal,Americas,Latin America & Caribbean,Latin America and the Caribbean,BRA,BRA,BRA
7556,top1_oxq1,Talents,17,Male,Male,Male,Non mobile,Americas,North America,Northern America,USA,USA,USA
7557,top5-top10_oxq1,Others,16,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
7558,top1_oxq1,Talents,22,Male,Male,Male,Internal,Americas,North America,Northern America,USA,USA,USA
7559,top1_oxq1,Talents,15,Male,Male,Male,Internal,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
7560,top5-top10_oxq1,Others,18,Male,Female,Unknown,Internal,Oceania,East Asia & Pacific,Australia and New Zealand,Oceania,Australia and New Zealand,East Asia & Pacific
7561,top1_oxq1,Talents,22,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
7562,top1_oxq1,Talents,21,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
7563,top1_oxq1,Talents,22,Male,Male,Male,Internal,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
7564,top5-top10_oxq1,Others,18,Female,Female,Female,Non mobile,Asia,Middle East & North Africa,Western Asia,Asia,Western Asia,Middle East & North Africa
7565,top5-top10_oxq1,Others,18,Female,Female,Female,Non mobile,Americas,North America,Northern America,Americas,Northern America,North America
7566,top5-top10_oxq1,Others,21,Male,Male,Male,Internal,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
7567,top1_oxq1,Talents,22,Male,Male,Male,Non mobile,Americas,North America,Northern America,USA,USA,USA
7568,top1_oxq1,Talents,16,Male,Male,Male,Non mobile,Oceania,East Asia & Pacific,Australia and New Zealand,Oceania,Australia and New Zealand,East Asia & Pacific
7569,top1_oxq1,Talents,16,Female,Female,Female,Non mobile,Americas,North America,Northern America,USA,USA,USA
