x,predicted,response.level,group,facet
Talents,0.1513710480401255,Internal,Male,Europe & Central Asia
Talents,0.1411720670799961,Internal,Male,Latin America & Caribbean
Talents,0.12475270396088314,Internal,Male,Middle East & North Africa
Talents,0.14491995363115565,Internal,Male,North America
Talents,0.1657415415518037,Internal,Male,South Asia
Talents,0.46685687586858304,Internal,Male,USA
Talents,0.0739283945014805,Internal,Male,ZAF
Talents,0.4285513101592347,International,Male,Sub-Saharan Africa
Talents,0.20457013202521684,International,Male,BRA
Talents,0.16504248777131272,International,Male,CHN
Talents,0.19580733556459756,International,Male,East Asia & Pacific
Talents,0.3108944086807071,International,Male,Europe & Central Asia
Talents,0.359349506278795,International,Male,Latin America & Caribbean
Talents,0.3414407709958542,International,Male,Middle East & North Africa
Talents,0.40051934421700713,International,Male,North America
Talents,0.2871929976293598,International,Male,South Asia
Talents,0.11816087882987635,International,Male,USA
Talents,0.444690232849461,International,Male,ZAF
Talents,0.9999981368415515,Non mobile,Unknown,Sub-Saharan Africa
Talents,0.3504493681513035,Non mobile,Unknown,BRA
Talents,0.45782178196811746,Non mobile,Unknown,CHN
Talents,0.5510819974418889,Non mobile,Unknown,East Asia & Pacific
Talents,0.47023416890333253,Non mobile,Unknown,Europe & Central Asia
Talents,0.990148907946028,Non mobile,Unknown,Latin America & Caribbean
Talents,0.99999999971081,Non mobile,Unknown,Middle East & North Africa
Talents,0.9999999999838771,Non mobile,Unknown,North America
Talents,0.5694750403409271,Non mobile,Unknown,South Asia
Talents,0.28860617487887436,Non mobile,Unknown,USA
Talents,0.9999999997806055,Non mobile,Unknown,ZAF
Talents,1.772671413838811e-6,Both,Unknown,Sub-Saharan Africa
Talents,2.2546111656157463e-12,Both,Unknown,BRA
Talents,0.12729641284271348,Both,Unknown,CHN
Talents,0.10999834862744365,Both,Unknown,East Asia & Pacific
Talents,0.055837630844164175,Both,Unknown,Europe & Central Asia
Talents,0.0010757399260550148,Both,Unknown,Latin America & Caribbean
Talents,1.4686016122014675e-12,Both,Unknown,Middle East & North Africa
Talents,1.6691660833768233e-12,Both,Unknown,North America
Talents,3.5662314720817985e-10,Both,Unknown,South Asia
Talents,0.09335706756489602,Both,Unknown,USA
Talents,2.1857175409747775e-10,Both,Unknown,ZAF
Talents,2.024872062451905e-11,Internal,Unknown,Sub-Saharan Africa
Talents,0.32054423805094395,Internal,Unknown,BRA
Talents,0.16007236604428784,Internal,Unknown,CHN
Talents,0.16647329766360097,Internal,Unknown,East Asia & Pacific
Talents,0.12867867884537373,Internal,Unknown,Europe & Central Asia
Talents,0.004551198290409131,Internal,Unknown,Latin America & Caribbean
Talents,4.900002178112641e-14,Internal,Unknown,Middle East & North Africa
Talents,1.6887095381577735e-12,Internal,Unknown,North America
Talents,0.28514682432198835,Internal,Unknown,South Asia
Talents,0.49209533190493443,Internal,Unknown,USA
Talents,1.3609904830326164e-21,Internal,Unknown,ZAF
Talents,9.046678605919734e-8,International,Unknown,Sub-Saharan Africa
Talents,0.3290063937954979,International,Unknown,BRA
Talents,0.25480943914488124,International,Unknown,CHN
Talents,0.17244635626706653,International,Unknown,East Asia & Pacific
Talents,0.34524952140712944,International,Unknown,Europe & Central Asia
Talents,0.004224153837508128,International,Unknown,Latin America & Caribbean
Talents,2.8767224345812874e-10,International,Unknown,Middle East & North Africa
Talents,1.276514948753962e-11,International,Unknown,North America
Talents,0.14537813498046143,International,Unknown,South Asia
Talents,0.1259414256512952,International,Unknown,USA
Talents,8.225765719121551e-13,International,Unknown,ZAF
