x,predicted,response.level,group,facet
Others,0.01604026316029299,Both,Unknown,CHN
Others,0.02087467008326383,Both,Unknown,Eastern Asia
Others,7.853529157879289e-9,Both,Unknown,Eastern Europe
Others,1.665209980021166e-5,Both,Unknown,Latin America and the Caribbean
Others,1.199391743501386e-7,Both,Unknown,Melanesia
Others,1.6385004142039013e-5,Both,Unknown,Northern Africa
Others,0.046669265138998973,Both,Unknown,Northern America
Others,0.03551454222046954,Both,Unknown,Northern Europe
Others,0.06880926404808232,Both,Unknown,South-eastern Asia
Others,0.028409767436713407,Both,Unknown,Southern Asia
Others,1.0246521832447015e-8,Both,Unknown,Southern Europe
Others,0.04234494490497098,Both,Unknown,USA
Others,1.0610377120921407e-5,Both,Unknown,Western Asia
Others,2.606933301702554e-10,Both,Unknown,Western Europe
Others,5.235089699614438e-6,Both,Unknown,ZAF
Others,0.10861088542288679,Internal,Unknown,Sub-Saharan Africa
Others,0.47667675584345126,Internal,Unknown,Australia and New Zealand
Others,0.4759805359687311,Internal,Unknown,BRA
Others,0.9999913442245417,Internal,Unknown,Central Asia
Others,0.2808028371363652,Internal,Unknown,CHN
Others,0.22830830368562982,Internal,Unknown,Eastern Asia
Others,0.08666843078852828,Internal,Unknown,Eastern Europe
Others,0.44385395444971754,Internal,Unknown,Latin America and the Caribbean
Others,0.03887492352637584,Internal,Unknown,Melanesia
Others,1.6836630518186644e-4,Internal,Unknown,Northern Africa
Others,0.14701146474913412,Internal,Unknown,Northern America
Others,0.20103188920608603,Internal,Unknown,Northern Europe
Others,0.06655628285202732,Internal,Unknown,South-eastern Asia
Others,0.145526801998836,Internal,Unknown,Southern Asia
Others,0.11009936516712364,Internal,Unknown,Southern Europe
Others,0.4279211457929936,Internal,Unknown,USA
Others,0.35683448694007663,Internal,Unknown,Western Asia
Others,0.28444327246995815,Internal,Unknown,Western Europe
Others,3.863819293068014e-6,Internal,Unknown,ZAF
Others,0.048483002854722144,International,Unknown,Sub-Saharan Africa
Others,0.2987407799702254,International,Unknown,Australia and New Zealand
